Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,OddH,OddD,OddA
2018/2019,Liga MX,15/09/2018,Veracruz,Toluca,2,3,A,,,,,,,,,,,,,,,3.82,3.35,1.96
2018/2019,Liga MX,15/09/2018,Queretaro,Puebla,0,1,A,,,,,,,,,,,,,,,2.18,3.21,3.36
2018/2019,Liga MX,16/09/2018,Club America,Monarcas,2,1,H,,,,,,,,,,,,,,,1.53,4.32,5.5
2018/2019,Liga MX,16/09/2018,Pachuca,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.71,3.12,2.64
2018/2019,Liga MX,16/09/2018,Necaxa,Cruz Azul,2,0,H,,,,,,,,,,,,,,,2.89,3.19,2.44
2018/2019,Liga MX,16/09/2018,Monterrey,Guadalajara Chivas,2,4,A,,,,,,,,,,,,,,,1.57,3.91,5.71
2018/2019,Liga MX,16/09/2018,U.N.A.M.- Pumas,Lobos BUAP,4,2,H,,,,,,,,,,,,,,,1.74,3.65,4.51
2018/2019,Liga MX,16/09/2018,Santos Laguna,Club Leon,3,0,H,,,,,,,,,,,,,,,2.19,3.43,3.13
2018/2019,Liga MX,17/09/2018,Atlas,Club Tijuana,0,1,A,,,,,,,,,,,,,,,2.48,3.08,2.92
2018/2019,Liga MX,22/09/2018,Monarcas,U.N.A.M.- Pumas,0,0,D,,,,,,,,,,,,,,,2.52,3.43,2.62
2018/2019,Liga MX,22/09/2018,Puebla,Club America,2,3,A,,,,,,,,,,,,,,,3.71,3.38,1.99
2018/2019,Liga MX,22/09/2018,Toluca,Necaxa,3,2,H,,,,,,,,,,,,,,,1.93,3.58,3.72
2018/2019,Liga MX,23/09/2018,Club Leon,Lobos BUAP,0,1,A,,,,,,,,,,,,,,,1.54,4.16,5.57
2018/2019,Liga MX,23/09/2018,Cruz Azul,Atlas,2,0,H,,,,,,,,,,,,,,,1.58,3.82,5.85
2018/2019,Liga MX,23/09/2018,Club Tijuana,Pachuca,1,0,H,,,,,,,,,,,,,,,2.12,3.33,3.39
2018/2019,Liga MX,23/09/2018,Guadalajara Chivas,Queretaro,1,1,D,,,,,,,,,,,,,,,2.14,3.15,3.51
2018/2019,Liga MX,24/09/2018,Santos Laguna,Veracruz,1,1,D,,,,,,,,,,,,,,,1.41,4.51,7.22
2018/2019,Liga MX,24/09/2018,U.A.N.L.- Tigres,Monterrey,0,0,D,,,,,,,,,,,,,,,2.04,3.3,3.66
2018/2019,Liga MX,29/09/2018,Veracruz,Club Leon,0,4,A,,,,,,,,,,,,,,,3.14,3.27,2.25
2018/2019,Liga MX,29/09/2018,Atlas,Toluca,2,0,H,,,,,,,,,,,,,,,3.08,3.38,2.23
2018/2019,Liga MX,29/09/2018,Queretaro,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,3.74,3.22,2.03
2018/2019,Liga MX,30/09/2018,Pachuca,Cruz Azul,3,1,H,,,,,,,,,,,,,,,2.53,3.11,2.84
2018/2019,Liga MX,30/09/2018,Necaxa,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.38,3.28,2.9
2018/2019,Liga MX,30/09/2018,Monterrey,Club Tijuana,3,0,H,,,,,,,,,,,,,,,1.75,3.6,4.51
2018/2019,Liga MX,30/09/2018,U.N.A.M.- Pumas,Puebla,2,2,D,,,,,,,,,,,,,,,1.85,3.5,4.11
2018/2019,Liga MX,30/09/2018,Lobos BUAP,Monarcas,3,1,H,,,,,,,,,,,,,,,2.37,3.41,2.83
2018/2019,Liga MX,01/10/2018,Club America,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,1.64,3.75,5.23
2018/2019,Liga MX,06/10/2018,Santos Laguna,Atlas,3,1,H,,,,,,,,,,,,,,,1.8,3.53,4.37
2018/2019,Liga MX,06/10/2018,Veracruz,Necaxa,0,0,D,,,,,,,,,,,,,,,3.4,3.36,2.1
2018/2019,Liga MX,06/10/2018,Cruz Azul,Monterrey,2,1,H,,,,,,,,,,,,,,,2.26,3.13,3.25
2018/2019,Liga MX,07/10/2018,Club Leon,Monarcas,1,2,A,,,,,,,,,,,,,,,1.67,3.93,4.61
2018/2019,Liga MX,07/10/2018,U.A.N.L.- Tigres,Club America,2,3,A,,,,,,,,,,,,,,,2.1,3.24,3.5
2018/2019,Liga MX,07/10/2018,Guadalajara Chivas,U.N.A.M.- Pumas,1,2,A,,,,,,,,,,,,,,,2.24,3.23,3.21
2018/2019,Liga MX,07/10/2018,Club Tijuana,Queretaro,1,1,D,,,,,,,,,,,,,,,1.62,3.73,5.48
2018/2019,Liga MX,07/10/2018,Toluca,Pachuca,2,1,H,,,,,,,,,,,,,,,2.33,3.26,2.99
2018/2019,Liga MX,08/10/2018,Puebla,Lobos BUAP,2,2,D,,,,,,,,,,,,,,,2.19,3.3,3.25
2018/2019,Liga MX,20/10/2018,Atlas,Veracruz,4,3,H,,,,,,,,,,,,,,,1.67,3.63,5.13
2018/2019,Liga MX,20/10/2018,Queretaro,Cruz Azul,2,0,H,,,,,,,,,,,,,,,3.53,3.2,2.1
2018/2019,Liga MX,21/10/2018,Club America,Club Tijuana,3,0,H,,,,,,,,,,,,,,,1.57,3.92,5.57
2018/2019,Liga MX,21/10/2018,Pachuca,Santos Laguna,1,1,D,,,,,,,,,,,,,,,2.06,3.52,3.31
2018/2019,Liga MX,21/10/2018,Necaxa,Club Leon,0,2,A,,,,,,,,,,,,,,,2.64,3.31,2.56
2018/2019,Liga MX,21/10/2018,Monterrey,Toluca,2,1,H,,,,,,,,,,,,,,,1.97,3.49,3.63
2018/2019,Liga MX,21/10/2018,Lobos BUAP,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.81,3.14,2.52
2018/2019,Liga MX,21/10/2018,U.N.A.M.- Pumas,U.A.N.L.- Tigres,3,3,D,,,,,,,,,,,,,,,3.02,3.25,2.32
2018/2019,Liga MX,22/10/2018,Monarcas,Puebla,2,0,H,,,,,,,,,,,,,,,2.14,3.3,3.31
2018/2019,Liga MX,27/10/2018,Santos Laguna,Monterrey,1,0,H,,,,,,,,,,,,,,,2.43,3.32,2.79
2018/2019,Liga MX,27/10/2018,Veracruz,Pachuca,2,3,A,,,,,,,,,,,,,,,3.8,3.46,1.93
2018/2019,Liga MX,27/10/2018,Necaxa,Atlas,2,2,D,,,,,,,,,,,,,,,2.04,3.32,3.59
2018/2019,Liga MX,28/10/2018,Guadalajara Chivas,Monarcas,1,2,A,,,,,,,,,,,,,,,1.92,3.58,3.69
2018/2019,Liga MX,28/10/2018,U.A.N.L.- Tigres,Lobos BUAP,2,2,D,,,,,,,,,,,,,,,1.38,4.73,8.46
2018/2019,Liga MX,28/10/2018,Cruz Azul,Club America,0,0,D,,,,,,,,,,,,,,,3.19,3.14,2.29
2018/2019,Liga MX,28/10/2018,Club Tijuana,U.N.A.M.- Pumas,0,1,A,,,,,,,,,,,,,,,1.76,3.71,4.35
2018/2019,Liga MX,28/10/2018,Toluca,Queretaro,4,0,H,,,,,,,,,,,,,,,1.66,3.81,4.85
2018/2019,Liga MX,29/10/2018,Club Leon,Puebla,0,4,A,,,,,,,,,,,,,,,1.62,4.03,4.95
2018/2019,Liga MX,03/11/2018,Monarcas,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,3.57,3.46,2
2018/2019,Liga MX,03/11/2018,Puebla,Guadalajara Chivas,2,2,D,,,,,,,,,,,,,,,2.54,3.21,2.75
2018/2019,Liga MX,03/11/2018,Pachuca,Necaxa,6,2,H,,,,,,,,,,,,,,,1.59,3.87,5.48
2018/2019,Liga MX,04/11/2018,Club America,Toluca,1,1,D,,,,,,,,,,,,,,,1.99,3.44,3.65
2018/2019,Liga MX,04/11/2018,Monterrey,Veracruz,2,0,H,,,,,,,,,,,,,,,1.35,4.75,8.3
2018/2019,Liga MX,04/11/2018,Lobos BUAP,Club Tijuana,3,1,H,,,,,,,,,,,,,,,2.57,3.29,2.65
2018/2019,Liga MX,04/11/2018,U.N.A.M.- Pumas,Cruz Azul,1,2,A,,,,,,,,,,,,,,,2.9,3.2,2.43
2018/2019,Liga MX,04/11/2018,Queretaro,Santos Laguna,2,1,H,,,,,,,,,,,,,,,2.89,3.28,2.4
2018/2019,Liga MX,05/11/2018,Atlas,Club Leon,0,0,D,,,,,,,,,,,,,,,2.68,3.42,2.47
2018/2019,Liga MX,10/11/2018,Veracruz,Queretaro,2,2,D,,,,,,,,,,,,,,,2.98,3.27,2.32
2018/2019,Liga MX,10/11/2018,Atlas,Pachuca,0,0,D,,,,,,,,,,,,,,,3.15,3.39,2.17
2018/2019,Liga MX,10/11/2018,Cruz Azul,Lobos BUAP,2,1,H,,,,,,,,,,,,,,,1.52,4.04,6.03
2018/2019,Liga MX,11/11/2018,Club Leon,Guadalajara Chivas,0,1,A,,,,,,,,,,,,,,,2.14,3.33,3.31
2018/2019,Liga MX,11/11/2018,U.A.N.L.- Tigres,Puebla,6,1,H,,,,,,,,,,,,,,,1.4,4.59,7.29
2018/2019,Liga MX,11/11/2018,Club Tijuana,Monarcas,2,3,A,,,,,,,,,,,,,,,1.97,3.51,3.61
2018/2019,Liga MX,11/11/2018,Necaxa,Monterrey,1,1,D,,,,,,,,,,,,,,,3.17,3.3,2.21
2018/2019,Liga MX,11/11/2018,Toluca,U.N.A.M.- Pumas,0,1,A,,,,,,,,,,,,,,,1.78,3.64,4.28
2018/2019,Liga MX,12/11/2018,Santos Laguna,Club America,1,1,D,,,,,,,,,,,,,,,2.44,3.2,2.89
2018/2019,Liga MX,24/11/2018,Monarcas,Cruz Azul,0,2,A,,,,,,,,,,,,,,,2.34,3.3,2.95
2018/2019,Liga MX,24/11/2018,Puebla,Club Tijuana,0,0,D,,,,,,,,,,,,,,,2.32,3.31,2.97
2018/2019,Liga MX,24/11/2018,Queretaro,Necaxa,1,0,H,,,,,,,,,,,,,,,1.81,3.54,4.27
2018/2019,Liga MX,25/11/2018,Club America,Veracruz,4,1,H,,,,,,,,,,,,,,,1.31,5.15,8.78
2018/2019,Liga MX,25/11/2018,Pachuca,Club Leon,1,1,D,,,,,,,,,,,,,,,1.46,4.54,6.05
2018/2019,Liga MX,25/11/2018,Guadalajara Chivas,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,3.4,3.35,2.1
2018/2019,Liga MX,25/11/2018,Monterrey,Atlas,3,1,H,,,,,,,,,,,,,,,1.64,3.77,5.16
2018/2019,Liga MX,25/11/2018,U.N.A.M.- Pumas,Santos Laguna,1,1,D,,,,,,,,,,,,,,,2.47,3.39,2.71
2018/2019,Liga MX,25/11/2018,Lobos BUAP,Toluca,2,0,H,,,,,,,,,,,,,,,3.23,3.54,2.09
2019/2020,Liga MX,20/07/2019,Puebla,Club Tijuana,1,3,A,,,,,,,,,,,,,,,2.54,3.01,2.86
2019/2020,Liga MX,20/07/2019,Atlas,Juarez,1,0,H,,,,,,,,,,,,,,,1.8,3.44,4.38
2019/2020,Liga MX,20/07/2019,Atl. San Luis,U.N.A.M.- Pumas,0,2,A,,,,,,,,,,,,,,,2.19,3.18,3.29
2019/2020,Liga MX,20/07/2019,Pachuca,Club Leon,1,3,A,,,,,,,,,,,,,,,2.42,3.41,2.69
2019/2020,Liga MX,21/07/2019,Club America,Monterrey,4,2,H,,,,,,,,,,,,,,,2.06,3.27,3.52
2019/2020,Liga MX,21/07/2019,Necaxa,Cruz Azul,0,0,D,,,,,,,,,,,,,,,3.4,3.17,2.14
2019/2020,Liga MX,21/07/2019,U.A.N.L.- Tigres,Monarcas,4,2,H,,,,,,,,,,,,,,,1.5,4.17,5.93
2019/2020,Liga MX,21/07/2019,Toluca,Queretaro,0,2,A,,,,,,,,,,,,,,,1.62,3.81,5.09
2019/2020,Liga MX,22/07/2019,Santos Laguna,Guadalajara Chivas,3,0,H,,,,,,,,,,,,,,,2.19,3.2,3.26
2019/2020,Liga MX,27/07/2019,Monarcas,Atlas,0,1,A,,,,,,,,,,,,,,,1.97,3.44,3.61
2019/2020,Liga MX,27/07/2019,Veracruz,Pachuca,3,3,D,,,,,,,,,,,,,,,4.25,3.7,1.76
2019/2020,Liga MX,28/07/2019,Club Leon,Club America,0,0,D,,,,,,,,,,,,,,,2.23,3.37,3.02
2019/2020,Liga MX,28/07/2019,Cruz Azul,Toluca,1,1,D,,,,,,,,,,,,,,,1.62,3.84,5.1
2019/2020,Liga MX,28/07/2019,Club Tijuana,Queretaro,1,1,D,,,,,,,,,,,,,,,1.79,3.45,4.43
2019/2020,Liga MX,28/07/2019,U.N.A.M.- Pumas,Necaxa,2,0,H,,,,,,,,,,,,,,,2.12,3.27,3.36
2019/2020,Liga MX,28/07/2019,Atl. San Luis,Monterrey,1,0,H,,,,,,,,,,,,,,,3.81,3.5,1.9
2019/2020,Liga MX,29/07/2019,Santos Laguna,Juarez,3,0,H,,,,,,,,,,,,,,,1.66,3.77,4.74
2019/2020,Liga MX,29/07/2019,Guadalajara Chivas,U.A.N.L.- Tigres,2,0,H,,,,,,,,,,,,,,,3.33,3.14,2.18
2019/2020,Liga MX,03/08/2019,Puebla,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.81,3.12,2.49
2019/2020,Liga MX,03/08/2019,Atlas,Santos Laguna,1,2,A,,,,,,,,,,,,,,,2.93,3.2,2.36
2019/2020,Liga MX,03/08/2019,Queretaro,Cruz Azul,3,0,H,,,,,,,,,,,,,,,3.37,3.15,2.16
2019/2020,Liga MX,04/08/2019,Club America,Club Tijuana,3,1,H,,,,,,,,,,,,,,,1.56,3.9,5.58
2019/2020,Liga MX,04/08/2019,Pachuca,Monarcas,1,2,A,,,,,,,,,,,,,,,1.83,3.73,3.83
2019/2020,Liga MX,04/08/2019,Necaxa,Veracruz,7,0,H,,,,,,,,,,,,,,,1.6,3.66,5.64
2019/2020,Liga MX,04/08/2019,Monterrey,Club Leon,3,2,H,,,,,,,,,,,,,,,1.96,3.59,3.49
2019/2020,Liga MX,04/08/2019,U.N.A.M.- Pumas,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,2.9,3.2,2.38
2019/2020,Liga MX,05/08/2019,Juarez,Toluca,2,0,H,,,,,,,,,,,,,,,2.91,3.22,2.36
2019/2020,Liga MX,10/08/2019,Monarcas,Monterrey,0,1,A,,,,,,,,,,,,,,,3.31,3.53,2.04
2019/2020,Liga MX,10/08/2019,Veracruz,Atlas,1,2,A,,,,,,,,,,,,,,,2.79,3.22,2.45
2019/2020,Liga MX,10/08/2019,Club Tijuana,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,1.87,3.48,3.9
2019/2020,Liga MX,10/08/2019,Cruz Azul,Juarez,2,0,H,,,,,,,,,,,,,,,1.42,4.24,7.38
2019/2020,Liga MX,10/08/2019,Queretaro,Pachuca,2,1,H,,,,,,,,,,,,,,,2.41,3.28,2.8
2019/2020,Liga MX,11/08/2019,U.A.N.L.- Tigres,Necaxa,3,1,H,,,,,,,,,,,,,,,1.5,4.1,5.96
2019/2020,Liga MX,11/08/2019,Guadalajara Chivas,Atl. San Luis,3,0,H,,,,,,,,,,,,,,,2.01,3.24,3.71
2019/2020,Liga MX,11/08/2019,Toluca,Club America,0,1,A,,,,,,,,,,,,,,,3.03,3.32,2.24
2019/2020,Liga MX,12/08/2019,Santos Laguna,Puebla,4,1,H,,,,,,,,,,,,,,,1.47,4.27,6.14
2019/2020,Liga MX,17/08/2019,Puebla,Pachuca,0,4,A,,,,,,,,,,,,,,,3.43,3.46,2.02
2019/2020,Liga MX,17/08/2019,Atlas,Cruz Azul,1,3,A,,,,,,,,,,,,,,,3.78,3.2,2
2019/2020,Liga MX,17/08/2019,Atl. San Luis,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,3.24,3.19,2.19
2019/2020,Liga MX,18/08/2019,Club Leon,Guadalajara Chivas,4,3,H,,,,,,,,,,,,,,,1.64,3.83,4.79
2019/2020,Liga MX,18/08/2019,Club America,Monarcas,1,0,H,,,,,,,,,,,,,,,1.68,3.75,4.64
2019/2020,Liga MX,18/08/2019,Monterrey,Toluca,2,0,H,,,,,,,,,,,,,,,1.46,4.29,6.24
2019/2020,Liga MX,18/08/2019,U.N.A.M.- Pumas,Veracruz,2,0,H,,,,,,,,,,,,,,,1.33,4.87,8.29
2019/2020,Liga MX,18/08/2019,Necaxa,Santos Laguna,3,0,H,,,,,,,,,,,,,,,2.67,3.27,2.52
2019/2020,Liga MX,19/08/2019,Juarez,Queretaro,0,2,A,,,,,,,,,,,,,,,2.64,3.18,2.6
2019/2020,Liga MX,24/08/2019,Veracruz,Atl. San Luis,1,2,A,,,,,,,,,,,,,,,2.9,3.2,2.38
2019/2020,Liga MX,24/08/2019,Monarcas,U.N.A.M.- Pumas,2,0,H,,,,,,,,,,,,,,,2.33,3.38,2.85
2019/2020,Liga MX,24/08/2019,Santos Laguna,Monterrey,2,1,H,,,,,,,,,,,,,,,2.64,3.4,2.48
2019/2020,Liga MX,24/08/2019,Queretaro,Club Leon,0,4,A,,,,,,,,,,,,,,,3.06,3.32,2.23
2019/2020,Liga MX,25/08/2019,Cruz Azul,Puebla,1,1,D,,,,,,,,,,,,,,,1.43,4.15,7.32
2019/2020,Liga MX,25/08/2019,Pachuca,Atlas,3,1,H,,,,,,,,,,,,,,,1.62,3.92,4.91
2019/2020,Liga MX,25/08/2019,U.A.N.L.- Tigres,Club America,1,1,D,,,,,,,,,,,,,,,1.99,3.32,3.7
2019/2020,Liga MX,25/08/2019,Toluca,Club Tijuana,2,0,H,,,,,,,,,,,,,,,2.09,3.41,3.31
2019/2020,Liga MX,25/08/2019,Guadalajara Chivas,Necaxa,1,2,A,,,,,,,,,,,,,,,1.98,3.38,3.65
2019/2020,Liga MX,28/08/2019,Atl. San Luis,Monarcas,1,1,D,,,,,,,,,,,,,,,2.47,3.23,2.76
2019/2020,Liga MX,28/08/2019,Atlas,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,3.85,3.4,1.92
2019/2020,Liga MX,28/08/2019,Veracruz,Queretaro,0,5,A,,,,,,,,,,,,,,,3.62,3.59,1.92
2019/2020,Liga MX,28/08/2019,Club America,Pachuca,1,1,D,,,,,,,,,,,,,,,2.28,3.39,2.9
2019/2020,Liga MX,29/08/2019,Club Leon,Santos Laguna,2,2,D,,,,,,,,,,,,,,,1.66,4.07,4.37
2019/2020,Liga MX,29/08/2019,Necaxa,Toluca,1,1,D,,,,,,,,,,,,,,,2.15,3.29,3.24
2019/2020,Liga MX,29/08/2019,Club Tijuana,Cruz Azul,3,2,H,,,,,,,,,,,,,,,2.82,3.03,2.55
2019/2020,Liga MX,30/08/2019,Puebla,Juarez,2,1,H,,,,,,,,,,,,,,,2.12,3.28,3.34
2019/2020,Liga MX,30/08/2019,Monterrey,U.N.A.M.- Pumas,2,0,H,,,,,,,,,,,,,,,1.46,4.29,6.31
2019/2020,Liga MX,31/08/2019,Monarcas,Veracruz,1,0,H,,,,,,,,,,,,,,,1.31,5.16,8.44
2019/2020,Liga MX,31/08/2019,Atlas,Club America,3,0,H,,,,,,,,,,,,,,,3.13,3.2,2.26
2019/2020,Liga MX,31/08/2019,Necaxa,Club Tijuana,3,2,H,,,,,,,,,,,,,,,2.02,3.45,3.43
2019/2020,Liga MX,01/09/2019,Pachuca,Atl. San Luis,0,2,A,,,,,,,,,,,,,,,1.78,3.52,4.36
2019/2020,Liga MX,01/09/2019,U.A.N.L.- Tigres,Club Leon,1,1,D,,,,,,,,,,,,,,,2.1,3.39,3.3
2019/2020,Liga MX,01/09/2019,Cruz Azul,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,1.92,3.28,4.03
2019/2020,Liga MX,01/09/2019,U.N.A.M.- Pumas,Toluca,2,1,H,,,,,,,,,,,,,,,1.92,3.44,3.77
2019/2020,Liga MX,01/09/2019,Queretaro,Puebla,1,1,D,,,,,,,,,,,,,,,1.6,3.98,5.04
2019/2020,Liga MX,02/09/2019,Juarez,Monterrey,1,0,H,,,,,,,,,,,,,,,5.16,3.71,1.63
2019/2020,Liga MX,14/09/2019,Puebla,Atl. San Luis,1,3,A,,,,,,,,,,,,,,,2.62,3.11,2.68
2019/2020,Liga MX,14/09/2019,Veracruz,Cruz Azul,0,0,D,,,,,,,,,,,,,,,5.85,3.95,1.54
2019/2020,Liga MX,14/09/2019,Club Tijuana,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.82,3.22,2.44
2019/2020,Liga MX,14/09/2019,Monterrey,Necaxa,0,2,A,,,,,,,,,,,,,,,1.48,4.27,6.09
2019/2020,Liga MX,15/09/2019,Club Leon,Juarez,3,1,H,,,,,,,,,,,,,,,1.36,4.99,7.21
2019/2020,Liga MX,15/09/2019,Guadalajara Chivas,Atlas,1,0,H,,,,,,,,,,,,,,,1.98,3.37,3.65
2019/2020,Liga MX,15/09/2019,Club America,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,2.02,3.27,3.65
2019/2020,Liga MX,15/09/2019,Toluca,Monarcas,0,2,A,,,,,,,,,,,,,,,2.22,3.29,3.12
2019/2020,Liga MX,16/09/2019,Santos Laguna,Pachuca,2,2,D,,,,,,,,,,,,,,,1.95,3.7,3.43
2019/2020,Liga MX,21/09/2019,Atlas,Toluca,0,1,A,,,,,,,,,,,,,,,2.31,3.17,3.04
2019/2020,Liga MX,21/09/2019,Monarcas,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,2.2,3.23,3.18
2019/2020,Liga MX,21/09/2019,Atl. San Luis,Santos Laguna,2,3,A,,,,,,,,,,,,,,,2.45,3.37,2.7
2019/2020,Liga MX,21/09/2019,Monterrey,Puebla,3,2,H,,,,,,,,,,,,,,,1.26,5.37,10.5
2019/2020,Liga MX,21/09/2019,Necaxa,Club Leon,2,4,A,,,,,,,,,,,,,,,2.81,3.48,2.31
2019/2020,Liga MX,22/09/2019,Pachuca,Club Tijuana,4,1,H,,,,,,,,,,,,,,,1.62,4.04,4.79
2019/2020,Liga MX,22/09/2019,Club America,Queretaro,2,2,D,,,,,,,,,,,,,,,1.75,3.59,4.42
2019/2020,Liga MX,22/09/2019,U.N.A.M.- Pumas,Cruz Azul,1,1,D,,,,,,,,,,,,,,,2.65,3.16,2.62
2019/2020,Liga MX,23/09/2019,Juarez,Veracruz,2,0,H,,,,,,,,,,,,,,,1.61,3.86,5.15
2019/2020,Liga MX,25/09/2019,Queretaro,Necaxa,1,2,A,,,,,,,,,,,,,,,2.14,3.46,3.11
2019/2020,Liga MX,25/09/2019,U.A.N.L.- Tigres,Puebla,0,1,A,,,,,,,,,,,,,,,1.35,4.79,7.97
2019/2020,Liga MX,25/09/2019,Club Leon,Atlas,1,1,D,,,,,,,,,,,,,,,1.36,4.9,7.25
2019/2020,Liga MX,25/09/2019,Guadalajara Chivas,Pachuca,2,4,A,,,,,,,,,,,,,,,2.32,3.33,2.88
2019/2020,Liga MX,26/09/2019,Juarez,Club America,1,1,D,,,,,,,,,,,,,,,2.81,3.18,2.46
2019/2020,Liga MX,26/09/2019,Santos Laguna,Veracruz,5,0,H,,,,,,,,,,,,,,,1.27,5.63,9.15
2019/2020,Liga MX,26/09/2019,Cruz Azul,Monterrey,1,1,D,,,,,,,,,,,,,,,2.07,3.23,3.51
2019/2020,Liga MX,26/09/2019,Club Tijuana,Monarcas,3,2,H,,,,,,,,,,,,,,,1.95,3.41,3.69
2019/2020,Liga MX,27/09/2019,Toluca,Atl. San Luis,3,1,H,,,,,,,,,,,,,,,2.35,3.16,2.96
2019/2020,Liga MX,28/09/2019,Puebla,Club Leon,2,1,H,,,,,,,,,,,,,,,3.72,3.61,1.88
2019/2020,Liga MX,28/09/2019,Atlas,Queretaro,2,0,H,,,,,,,,,,,,,,,2.73,3.21,2.51
2019/2020,Liga MX,28/09/2019,Pachuca,Cruz Azul,2,0,H,,,,,,,,,,,,,,,2.34,3.32,2.88
2019/2020,Liga MX,29/09/2019,Necaxa,Juarez,0,0,D,,,,,,,,,,,,,,,1.72,3.63,4.59
2019/2020,Liga MX,29/09/2019,Monterrey,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,2.1,3.29,3.38
2019/2020,Liga MX,29/09/2019,Club America,Guadalajara Chivas,4,1,H,,,,,,,,,,,,,,,1.98,3.26,3.78
2019/2020,Liga MX,29/09/2019,U.N.A.M.- Pumas,Santos Laguna,2,0,H,,,,,,,,,,,,,,,2.27,3.43,2.9
2019/2020,Liga MX,29/09/2019,Atl. San Luis,Club Tijuana,2,3,A,,,,,,,,,,,,,,,2.13,3.3,3.26
2019/2020,Liga MX,30/09/2019,Veracruz,Toluca,1,1,D,,,,,,,,,,,,,,,3.75,3.35,1.96
2019/2020,Liga MX,05/10/2019,Monarcas,Necaxa,2,3,A,,,,,,,,,,,,,,,2.64,3.3,2.55
2019/2020,Liga MX,05/10/2019,Club Leon,Veracruz,1,1,D,,,,,,,,,,,,,,,1.17,7.02,12.64
2019/2020,Liga MX,06/10/2019,Cruz Azul,Club America,5,2,H,,,,,,,,,,,,,,,2.4,3.17,2.92
2019/2020,Liga MX,06/10/2019,U.A.N.L.- Tigres,Santos Laguna,4,0,H,,,,,,,,,,,,,,,1.83,3.61,3.94
2019/2020,Liga MX,06/10/2019,Guadalajara Chivas,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,2.38,3.26,2.86
2019/2020,Liga MX,06/10/2019,Club Tijuana,Atlas,2,2,D,,,,,,,,,,,,,,,1.67,3.66,4.88
2019/2020,Liga MX,06/10/2019,Toluca,Puebla,1,1,D,,,,,,,,,,,,,,,1.8,3.54,4.2
2019/2020,Liga MX,07/10/2019,Juarez,Atl. San Luis,1,2,A,,,,,,,,,,,,,,,2.32,3.17,3.04
2019/2020,Liga MX,07/10/2019,Queretaro,Monterrey,2,1,H,,,,,,,,,,,,,,,2.97,3.33,2.27
2019/2020,Liga MX,19/10/2019,Puebla,Atlas,0,1,A,,,,,,,,,,,,,,,2.33,3.12,3.08
2019/2020,Liga MX,19/10/2019,Veracruz,U.A.N.L.- Tigres,1,3,A,,,,,,,,,,,,,,,5.68,3.72,1.59
2019/2020,Liga MX,19/10/2019,Santos Laguna,Club Tijuana,4,1,H,,,,,,,,,,,,,,,1.57,4.12,5.08
2019/2020,Liga MX,19/10/2019,Cruz Azul,Monarcas,2,3,A,,,,,,,,,,,,,,,1.54,3.92,5.82
2019/2020,Liga MX,20/10/2019,Pachuca,Juarez,0,1,A,,,,,,,,,,,,,,,1.48,4.25,6.07
2019/2020,Liga MX,20/10/2019,Necaxa,Club America,2,2,D,,,,,,,,,,,,,,,2.6,3.16,2.67
2019/2020,Liga MX,20/10/2019,U.N.A.M.- Pumas,Club Leon,1,2,A,,,,,,,,,,,,,,,2.4,3.36,2.77
2019/2020,Liga MX,21/10/2019,Monterrey,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,1.53,3.96,5.84
2019/2020,Liga MX,26/10/2019,Monarcas,Santos Laguna,2,2,D,,,,,,,,,,,,,,,2.81,3.4,2.34
2019/2020,Liga MX,26/10/2019,Atlas,Necaxa,0,2,A,,,,,,,,,,,,,,,2.53,3.16,2.74
2019/2020,Liga MX,26/10/2019,Club Tijuana,Veracruz,2,0,H,,,,,,,,,,,,,,,1.19,6.11,13.54
2019/2020,Liga MX,26/10/2019,Queretaro,U.N.A.M.- Pumas,3,0,H,,,,,,,,,,,,,,,2.14,3.36,3.21
2019/2020,Liga MX,27/10/2019,Club America,Puebla,2,0,H,,,,,,,,,,,,,,,1.59,3.75,5.37
2019/2020,Liga MX,27/10/2019,Club Leon,Atl. San Luis,3,2,H,,,,,,,,,,,,,,,1.56,3.91,5.26
