,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
47792,2007-2008,E0,2008-04-05,Aston Villa,Bolton,4.0,0.0,H,1.0,0.0,H,M Atkinson,10.0,6.0,6.0,3.0,15.0,9.0,2.0,1.0,0.0,0.0,,,1.66,3.6,5.5,0.02066853271672553,0.5817411058374914,0.25710924506105226,0.1611496491014563
47793,2007-2008,E0,2008-04-05,Blackburn,Tottenham,1.0,1.0,D,1.0,1.0,D,P Walton,12.0,11.0,7.0,8.0,20.0,4.0,3.0,1.0,0.0,0.0,,,2.4,3.4,2.87,0.01973878982487302,0.39692787684179365,0.2743788572339505,0.32869326592425585
47794,2007-2008,E0,2008-04-05,Fulham,Sunderland,1.0,3.0,A,0.0,1.0,A,M Halsey,14.0,9.0,5.0,6.0,12.0,9.0,2.0,0.0,0.0,0.0,,,2.3,3.3,3.2,0.01677097057531844,0.41801163812033376,0.2862593324549846,0.29572902942468154
47795,2007-2008,E0,2008-04-05,Man City,Chelsea,0.0,2.0,A,0.0,1.0,A,C Foy,14.0,10.0,7.0,5.0,6.0,12.0,1.0,0.0,0.0,0.0,,,5.0,3.6,1.72,0.019724375538329026,0.18027562446167097,0.2580534022394488,0.5616709732988803
47796,2007-2008,E0,2008-04-05,Newcastle,Reading,3.0,0.0,H,2.0,0.0,H,L Probert,14.0,8.0,9.0,3.0,10.0,11.0,0.0,1.0,0.0,0.0,,,1.8,3.6,4.5,0.018518518518518528,0.5370370370370371,0.25925925925925924,0.2037037037037037
47797,2007-2008,E0,2008-04-05,Wigan,Birmingham,2.0,0.0,H,1.0,0.0,H,M Dean,15.0,5.0,8.0,1.0,11.0,17.0,1.0,2.0,0.0,1.0,,,2.1,3.3,3.6,0.018999518999519054,0.4571909571909571,0.28403078403078397,0.2587782587782587
47798,2007-2008,E0,2008-04-06,Everton,Derby,1.0,0.0,H,0.0,0.0,D,A Marriner,11.0,7.0,5.0,5.0,17.0,19.0,1.0,3.0,0.0,0.0,,,1.25,5.5,13.0,0.0195804195804196,0.7804195804195805,0.16223776223776223,0.057342657342657324
47799,2007-2008,E0,2008-04-06,Middlesbrough,Man United,2.0,2.0,D,1.0,1.0,D,M Riley,12.0,15.0,7.0,7.0,20.0,11.0,3.0,1.0,0.0,0.0,,,8.5,4.5,1.4,0.01805166511048865,0.09959539371304076,0.20417055711173357,0.6962340491752257
47800,2007-2008,E0,2008-04-08,West Ham,Portsmouth,0.0,1.0,A,0.0,0.0,D,L Probert,10.0,18.0,8.0,9.0,16.0,11.0,0.0,0.0,0.0,0.0,,,2.25,3.3,3.25,0.01838901838901837,0.42605542605542607,0.2846412846412847,0.28930328930328936
47801,2007-2008,E0,2008-04-12,Birmingham,Everton,1.0,1.0,D,0.0,0.0,D,S Bennett,14.0,13.0,7.0,6.0,9.0,6.0,1.0,1.0,0.0,0.0,,,3.0,3.3,2.4,0.017676767676767662,0.31565656565656564,0.28535353535353536,0.398989898989899
47802,2007-2008,E0,2008-04-12,Bolton,West Ham,1.0,0.0,H,0.0,0.0,D,P Walton,12.0,11.0,9.0,7.0,12.0,11.0,1.0,1.0,0.0,0.0,,,2.1,3.4,3.5,0.01867413632119508,0.4575163398692811,0.27544351073762846,0.2670401493930906
47803,2007-2008,E0,2008-04-12,Derby,Aston Villa,0.0,6.0,A,0.0,3.0,A,K Stroud,8.0,16.0,5.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,,,6.0,4.0,1.57,0.01786978060863409,0.14879688605803257,0.2321302193913659,0.6190728945506015
47804,2007-2008,E0,2008-04-12,Portsmouth,Newcastle,0.0,0.0,D,0.0,0.0,D,P Dowd,17.0,14.0,8.0,5.0,11.0,8.0,1.0,1.0,0.0,0.0,,,2.2,3.3,3.4,0.01723113487819372,0.4373143196672608,0.2857991681521093,0.2768865121806298
47805,2007-2008,E0,2008-04-12,Reading,Fulham,0.0,2.0,A,0.0,1.0,A,C Foy,4.0,16.0,0.0,8.0,11.0,5.0,0.0,1.0,0.0,0.0,,,1.9,3.4,4.33,0.0171267729165326,0.5091890165571515,0.27699087414229095,0.21382010930055745
47806,2007-2008,E0,2008-04-12,Sunderland,Man City,1.0,2.0,A,0.0,0.0,D,M Riley,12.0,7.0,7.0,5.0,13.0,12.0,3.0,2.0,0.0,0.0,,,2.2,3.3,3.4,0.01723113487819372,0.4373143196672608,0.2857991681521093,0.2768865121806298
47807,2007-2008,E0,2008-04-12,Tottenham,Middlesbrough,1.0,1.0,D,1.0,0.0,H,M Halsey,12.0,13.0,9.0,7.0,6.0,19.0,0.0,3.0,0.0,0.0,,,1.66,3.6,5.5,0.02066853271672553,0.5817411058374914,0.25710924506105226,0.1611496491014563
47808,2007-2008,E0,2008-04-13,Liverpool,Blackburn,3.0,1.0,H,0.0,0.0,D,A Wiley,17.0,7.0,9.0,3.0,12.0,10.0,1.0,0.0,0.0,0.0,,,1.5,4.0,7.0,0.019841269841269844,0.6468253968253967,0.23015873015873015,0.12301587301587301
47809,2007-2008,E0,2008-04-13,Man United,Arsenal,2.0,1.0,H,0.0,0.0,D,H Webb,13.0,18.0,7.0,11.0,12.0,7.0,2.0,6.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47810,2007-2008,E0,2008-04-14,Chelsea,Wigan,1.0,1.0,D,0.0,0.0,D,A Marriner,19.0,6.0,10.0,5.0,10.0,17.0,0.0,2.0,0.0,0.0,,,1.22,6.0,15.0,0.017668488160291467,0.8020036429872496,0.1489981785063752,0.048998178506375195
47811,2007-2008,E0,2008-04-17,Everton,Chelsea,0.0,1.0,A,0.0,1.0,A,M Atkinson,10.0,5.0,5.0,3.0,8.0,9.0,0.0,2.0,0.0,0.0,,,3.8,3.4,2.0,0.019091847265221878,0.24406604747162022,0.27502579979360164,0.4809081527347781
47812,2007-2008,E0,2008-04-19,Arsenal,Reading,2.0,0.0,H,2.0,0.0,H,P Walton,19.0,4.0,12.0,2.0,7.0,15.0,0.0,3.0,0.0,0.0,,,1.33,5.0,10.0,0.017293233082706767,0.7345864661654135,0.18270676691729323,0.08270676691729324
47813,2007-2008,E0,2008-04-19,Blackburn,Man United,1.0,1.0,D,1.0,0.0,H,R Styles,4.0,13.0,3.0,10.0,14.0,12.0,1.0,1.0,0.0,0.0,,,6.0,4.0,1.57,0.01786978060863409,0.14879688605803257,0.2321302193913659,0.6190728945506015
47814,2007-2008,E0,2008-04-19,Fulham,Liverpool,0.0,2.0,A,0.0,1.0,A,M Atkinson,10.0,16.0,6.0,7.0,9.0,10.0,1.0,0.0,0.0,0.0,,,3.4,3.25,2.2,0.018785136432195298,0.2753325106266282,0.2889071712601124,0.4357603181132592
47815,2007-2008,E0,2008-04-19,Middlesbrough,Bolton,0.0,1.0,A,0.0,0.0,D,A Wiley,16.0,12.0,10.0,9.0,10.0,14.0,0.0,2.0,0.0,0.0,,,2.1,3.3,3.6,0.018999518999519054,0.4571909571909571,0.28403078403078397,0.2587782587782587
47816,2007-2008,E0,2008-04-19,West Ham,Derby,2.0,1.0,H,1.0,0.0,H,S Tanner,12.0,12.0,8.0,8.0,11.0,13.0,2.0,1.0,0.0,0.0,,,1.36,5.0,8.5,0.017647058823529422,0.7176470588235293,0.18235294117647058,0.09999999999999999
47817,2007-2008,E0,2008-04-19,Wigan,Tottenham,1.0,1.0,D,1.0,1.0,D,L Probert,13.0,15.0,7.0,12.0,8.0,9.0,2.0,1.0,0.0,0.0,,,2.62,3.3,2.7,0.018360020904550172,0.3633193684084269,0.28467028212575285,0.35201034946582016
47818,2007-2008,E0,2008-04-20,Aston Villa,Birmingham,5.0,1.0,H,2.0,0.0,H,M Clattenburg,16.0,11.0,9.0,6.0,11.0,20.0,0.0,1.0,0.0,0.0,,,1.8,3.3,5.0,0.019528619528619506,0.5360269360269361,0.28350168350168353,0.1804713804713805
47819,2007-2008,E0,2008-04-20,Man City,Portsmouth,3.0,1.0,H,2.0,1.0,H,A Marriner,16.0,12.0,10.0,6.0,7.0,6.0,1.0,1.0,0.0,1.0,,,2.37,3.3,3.0,0.019434854877892798,0.40250607339214933,0.2835954481524102,0.3138984784554405
47820,2007-2008,E0,2008-04-20,Newcastle,Sunderland,2.0,0.0,H,2.0,0.0,H,M Dean,8.0,12.0,4.0,8.0,8.0,13.0,0.0,5.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47821,2007-2008,E0,2008-04-26,Birmingham,Liverpool,2.0,2.0,D,1.0,0.0,H,P Walton,5.0,12.0,3.0,7.0,6.0,9.0,2.0,1.0,0.0,0.0,,,2.75,3.25,2.6,0.01864801864801861,0.344988344988345,0.2890442890442891,0.36596736596736595
47822,2007-2008,E0,2008-04-26,Chelsea,Man United,2.0,1.0,H,1.0,0.0,H,A Wiley,13.0,7.0,8.0,6.0,14.0,16.0,3.0,4.0,0.0,0.0,,,2.5,3.1,3.0,0.018637992831541217,0.3813620071684588,0.3039426523297491,0.3146953405017921
47823,2007-2008,E0,2008-04-26,Man City,Fulham,2.0,3.0,A,2.0,0.0,H,M Dean,10.0,18.0,5.0,13.0,9.0,7.0,0.0,1.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47824,2007-2008,E0,2008-04-26,Sunderland,Middlesbrough,3.0,2.0,H,2.0,1.0,H,S Bennett,10.0,10.0,5.0,6.0,13.0,9.0,3.0,2.0,0.0,0.0,,,2.3,3.1,3.4,0.017160300305255394,0.4176223083903968,0.3054203448560349,0.27695734675356815
47825,2007-2008,E0,2008-04-26,Tottenham,Bolton,1.0,1.0,D,0.0,0.0,D,M Clattenburg,26.0,7.0,13.0,4.0,6.0,11.0,1.0,3.0,0.0,0.0,,,1.9,3.5,4.0,0.020676691729323293,0.5056390977443609,0.2650375939849624,0.2293233082706767
47826,2007-2008,E0,2008-04-26,West Ham,Newcastle,2.0,2.0,D,2.0,2.0,D,U Rennie,18.0,4.0,11.0,3.0,13.0,11.0,2.0,3.0,0.0,0.0,,,2.5,3.3,2.87,0.01715411959314402,0.382845880406856,0.28587618343715904,0.3312779361559849
47827,2007-2008,E0,2008-04-26,Wigan,Reading,0.0,0.0,D,0.0,0.0,D,M Atkinson,12.0,7.0,5.0,2.0,18.0,13.0,2.0,4.0,0.0,0.0,,,2.1,3.2,3.75,0.01845238095238096,0.4577380952380952,0.29404761904761906,0.2482142857142857
47828,2007-2008,E0,2008-04-27,Everton,Aston Villa,2.0,2.0,D,0.0,0.0,D,P Dowd,13.0,6.0,7.0,3.0,10.0,17.0,3.0,3.0,0.0,0.0,,,2.25,3.3,3.25,0.01838901838901837,0.42605542605542607,0.2846412846412847,0.28930328930328936
47829,2007-2008,E0,2008-04-27,Portsmouth,Blackburn,0.0,1.0,A,0.0,0.0,D,M Riley,15.0,12.0,6.0,9.0,20.0,12.0,2.0,2.0,0.0,0.0,,,2.1,3.3,3.6,0.018999518999519054,0.4571909571909571,0.28403078403078397,0.2587782587782587
47830,2007-2008,E0,2008-04-28,Derby,Arsenal,2.0,6.0,A,1.0,2.0,A,A Marriner,12.0,20.0,10.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0,,,13.0,5.5,1.25,0.0195804195804196,0.057342657342657324,0.16223776223776223,0.7804195804195805
47831,2007-2008,E0,2008-05-03,Aston Villa,Wigan,0.0,2.0,A,0.0,0.0,D,R Styles,14.0,9.0,5.0,5.0,7.0,8.0,0.0,1.0,0.0,0.0,,,1.53,3.8,7.0,0.019869936278605005,0.6337248349632251,0.24328795845823709,0.12298720657853784
47832,2007-2008,E0,2008-05-03,Blackburn,Derby,3.0,1.0,H,1.0,1.0,D,U Rennie,25.0,6.0,14.0,3.0,12.0,17.0,0.0,0.0,0.0,0.0,,,1.25,5.5,13.0,0.0195804195804196,0.7804195804195805,0.16223776223776223,0.057342657342657324
47833,2007-2008,E0,2008-05-03,Bolton,Sunderland,2.0,0.0,H,1.0,0.0,H,M Atkinson,4.0,5.0,2.0,4.0,11.0,12.0,1.0,0.0,0.0,0.0,,,1.57,4.0,6.0,0.01786978060863409,0.6190728945506015,0.2321302193913659,0.14879688605803257
47834,2007-2008,E0,2008-05-03,Fulham,Birmingham,2.0,0.0,H,0.0,0.0,D,C Foy,9.0,2.0,6.0,0.0,10.0,12.0,2.0,5.0,0.0,0.0,,,2.2,3.4,3.25,0.018785136432195298,0.4357603181132592,0.2753325106266282,0.2889071712601124
47835,2007-2008,E0,2008-05-03,Man United,West Ham,4.0,1.0,H,3.0,1.0,H,M Riley,8.0,9.0,4.0,5.0,15.0,16.0,1.0,3.0,1.0,0.0,,,1.16,7.0,17.0,0.021249879262049687,0.8408190862551917,0.12160726359509316,0.03757365014971502
47836,2007-2008,E0,2008-05-03,Middlesbrough,Portsmouth,2.0,0.0,H,1.0,0.0,H,P Walton,11.0,13.0,7.0,8.0,16.0,11.0,1.0,1.0,0.0,0.0,,,2.0,3.5,3.75,0.01746031746031747,0.48253968253968255,0.26825396825396824,0.24920634920634918
47837,2007-2008,E0,2008-05-03,Reading,Tottenham,0.0,1.0,A,0.0,1.0,A,H Webb,13.0,13.0,6.0,7.0,10.0,7.0,1.0,0.0,0.0,0.0,,,2.2,3.4,3.25,0.018785136432195298,0.4357603181132592,0.2753325106266282,0.2889071712601124
47838,2007-2008,E0,2008-05-04,Arsenal,Everton,1.0,0.0,H,0.0,0.0,D,A Wiley,11.0,8.0,2.0,4.0,10.0,4.0,0.0,1.0,0.0,0.0,,,1.66,3.6,5.5,0.02066853271672553,0.5817411058374914,0.25710924506105226,0.1611496491014563
47839,2007-2008,E0,2008-05-04,Liverpool,Man City,1.0,0.0,H,0.0,0.0,D,M Halsey,23.0,4.0,10.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,,,1.66,3.6,5.5,0.02066853271672553,0.5817411058374914,0.25710924506105226,0.1611496491014563
47840,2007-2008,E0,2008-05-05,Newcastle,Chelsea,0.0,2.0,A,0.0,0.0,D,S Bennett,13.0,18.0,5.0,9.0,13.0,15.0,2.0,2.0,0.0,0.0,,,6.0,4.2,1.53,0.019452225334578282,0.14721444133208839,0.2186430127606598,0.6341425459072518
47841,2007-2008,E0,2008-05-11,Birmingham,Blackburn,4.0,1.0,H,1.0,0.0,H,H Webb,15.0,14.0,9.0,9.0,16.0,11.0,3.0,2.0,0.0,0.0,,,2.0,3.6,3.6,0.018518518518518528,0.48148148148148145,0.25925925925925924,0.25925925925925924
47842,2007-2008,E0,2008-05-11,Chelsea,Bolton,1.0,1.0,D,0.0,0.0,D,C Foy,19.0,6.0,12.0,4.0,12.0,8.0,1.0,3.0,0.0,0.0,,,1.14,8.0,17.0,0.02033883728930171,0.8568541451668387,0.1046611627106983,0.038484692122463
47843,2007-2008,E0,2008-05-11,Derby,Reading,0.0,4.0,A,0.0,1.0,A,M Riley,6.0,11.0,2.0,7.0,17.0,13.0,0.0,1.0,0.0,0.0,,,5.5,4.2,1.57,0.01895203169088518,0.16286615012729663,0.2191432064043529,0.6179906434683504
47844,2007-2008,E0,2008-05-11,Everton,Newcastle,3.0,1.0,H,1.0,0.0,H,P Walton,20.0,3.0,11.0,2.0,11.0,12.0,0.0,2.0,0.0,0.0,,,1.8,3.5,4.75,0.01726538568643828,0.5382901698691173,0.26844890002784744,0.19326093010303538
47845,2007-2008,E0,2008-05-11,Middlesbrough,Man City,8.0,1.0,H,2.0,0.0,H,P Dowd,19.0,8.0,15.0,2.0,10.0,9.0,2.0,1.0,0.0,1.0,,,2.1,3.3,3.6,0.018999518999519054,0.4571909571909571,0.28403078403078397,0.2587782587782587
47846,2007-2008,E0,2008-05-11,Portsmouth,Fulham,0.0,1.0,A,0.0,0.0,D,M Clattenburg,15.0,7.0,10.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,,,3.3,3.6,2.1,0.018999518999519054,0.28403078403078397,0.2587782587782587,0.4571909571909571
47847,2007-2008,E0,2008-05-11,Sunderland,Arsenal,0.0,1.0,A,0.0,1.0,A,K Stroud,13.0,12.0,5.0,8.0,14.0,12.0,1.0,1.0,0.0,0.0,,,4.33,3.75,1.8,0.01772303481310411,0.21322384740398595,0.24894363185356255,0.5378325207424515
47848,2007-2008,E0,2008-05-11,Tottenham,Liverpool,0.0,2.0,A,0.0,0.0,D,U Rennie,6.0,18.0,3.0,12.0,11.0,9.0,1.0,1.0,0.0,0.0,,,2.62,3.4,2.62,0.019158808561592577,0.3625205807513845,0.27495883849723096,0.3625205807513845
47849,2007-2008,E0,2008-05-11,West Ham,Aston Villa,2.0,2.0,D,1.0,1.0,D,M Dean,16.0,13.0,8.0,8.0,9.0,21.0,2.0,2.0,0.0,0.0,,,3.2,3.5,2.2,0.017586580086580057,0.29491341991341996,0.26812770562770566,0.4369588744588745
47850,2007-2008,E0,2008-05-11,Wigan,Man United,0.0,2.0,A,0.0,1.0,A,S Bennett,15.0,11.0,6.0,6.0,10.0,5.0,3.0,2.0,0.0,0.0,,,12.0,6.5,1.22,0.018950539442342745,0.06438279389099058,0.13489561440381112,0.8007215917051983
55274,2008-2009,E0,2008-08-16,Arsenal,West Brom,1.0,0.0,H,1.0,0.0,H,H Webb,24.0,5.0,14.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,,,1.2,6.5,15.0,0.017948717948717958,0.8153846153846154,0.1358974358974359,0.04871794871794871
55275,2008-2009,E0,2008-08-16,Bolton,Stoke,3.0,1.0,H,3.0,0.0,H,C Foy,14.0,8.0,8.0,2.0,13.0,12.0,1.0,2.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
55276,2008-2009,E0,2008-08-16,Everton,Blackburn,2.0,3.0,A,1.0,1.0,D,A Marriner,10.0,15.0,5.0,11.0,11.0,9.0,2.0,2.0,0.0,0.0,,,2.0,3.3,4.0,0.017676767676767662,0.4823232323232323,0.28535353535353536,0.23232323232323235
55277,2008-2009,E0,2008-08-16,Hull,Fulham,2.0,1.0,H,1.0,1.0,D,P Walton,11.0,12.0,6.0,6.0,10.0,9.0,3.0,0.0,0.0,0.0,,,2.6,3.2,2.8,0.018086080586080595,0.366529304029304,0.2944139194139194,0.3390567765567766
55278,2008-2009,E0,2008-08-16,Middlesbrough,Tottenham,2.0,1.0,H,0.0,0.0,D,M Atkinson,14.0,8.0,10.0,5.0,11.0,12.0,1.0,2.0,0.0,0.0,,,3.2,3.4,2.25,0.017020697167756005,0.295479302832244,0.27709694989106753,0.4274237472766884
55279,2008-2009,E0,2008-08-16,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D,A Wiley,6.0,14.0,3.0,8.0,13.0,12.0,0.0,2.0,0.0,0.0,,,5.5,3.6,1.67,0.019466118268513483,0.16235206354966833,0.2583116595092643,0.5793362769410674
55280,2008-2009,E0,2008-08-16,West Ham,Wigan,2.0,1.0,H,2.0,0.0,H,S Bennett,15.0,22.0,8.0,9.0,14.0,11.0,2.0,1.0,0.0,0.0,,,1.91,3.4,4.2,0.018591031526048463,0.5049691778980353,0.2755266155327751,0.21950420656918962
55281,2008-2009,E0,2008-08-17,Aston Villa,Man City,4.0,2.0,H,0.0,0.0,D,P Dowd,14.0,13.0,10.0,8.0,8.0,11.0,0.0,1.0,0.0,0.0,,,1.91,3.4,4.33,0.016208246233332464,0.5073519631907513,0.2779094008254911,0.2147386359837576
55282,2008-2009,E0,2008-08-17,Chelsea,Portsmouth,4.0,0.0,H,3.0,0.0,H,M Dean,18.0,12.0,11.0,8.0,10.0,6.0,0.0,1.0,0.0,0.0,,,1.33,5.0,10.0,0.017293233082706767,0.7345864661654135,0.18270676691729323,0.08270676691729324
55283,2008-2009,E0,2008-08-17,Man United,Newcastle,1.0,1.0,D,1.0,1.0,D,M Riley,18.0,11.0,12.0,4.0,15.0,11.0,3.0,0.0,0.0,0.0,,,1.29,5.5,11.0,0.015973690392294976,0.7592201080573173,0.16584449142588684,0.07493540051679594
55284,2008-2009,E0,2008-08-23,Blackburn,Hull,1.0,1.0,D,1.0,1.0,D,S Attwell,12.0,7.0,5.0,4.0,11.0,15.0,0.0,1.0,0.0,0.0,,,1.57,3.75,7.0,0.015488828227681717,0.6214538469315539,0.25117783843898495,0.12736831462946113
55285,2008-2009,E0,2008-08-23,Fulham,Arsenal,1.0,0.0,H,1.0,0.0,H,M Atkinson,5.0,15.0,2.0,6.0,14.0,6.0,2.0,0.0,0.0,0.0,,,6.5,3.75,1.57,0.019151831890685367,0.1346943219554685,0.2475148347759813,0.6177908432685503
55286,2008-2009,E0,2008-08-23,Liverpool,Middlesbrough,2.0,1.0,H,0.0,0.0,D,M Riley,16.0,9.0,8.0,4.0,10.0,12.0,2.0,1.0,0.0,0.0,,,1.36,4.5,10.0,0.019172113289760356,0.7161220043572984,0.20305010893246186,0.08082788671023965
55287,2008-2009,E0,2008-08-23,Newcastle,Bolton,1.0,0.0,H,0.0,0.0,D,S Bennett,10.0,9.0,8.0,4.0,8.0,13.0,1.0,2.0,0.0,0.0,,,1.8,3.5,4.75,0.01726538568643828,0.5382901698691173,0.26844890002784744,0.19326093010303538
55288,2008-2009,E0,2008-08-23,Stoke,Aston Villa,3.0,2.0,H,1.0,0.0,H,M Halsey,8.0,5.0,2.0,2.0,15.0,5.0,1.0,0.0,0.0,0.0,,,5.0,3.6,1.73,0.018604153286234215,0.1813958467137658,0.2591736244915436,0.5594305287946907
55289,2008-2009,E0,2008-08-23,Tottenham,Sunderland,1.0,2.0,A,0.0,0.0,D,M Dean,18.0,12.0,11.0,7.0,12.0,12.0,1.0,2.0,0.0,0.0,,,1.5,4.0,7.0,0.019841269841269844,0.6468253968253967,0.23015873015873015,0.12301587301587301
55290,2008-2009,E0,2008-08-23,West Brom,Everton,1.0,2.0,A,0.0,0.0,D,R Styles,14.0,9.0,4.0,7.0,11.0,14.0,3.0,1.0,0.0,0.0,,,2.88,3.25,2.5,0.018304843304843315,0.3289173789173789,0.2893874643874644,0.3816951566951567
55291,2008-2009,E0,2008-08-24,Man City,West Ham,3.0,0.0,H,0.0,0.0,D,H Webb,14.0,3.0,9.0,0.0,12.0,16.0,0.0,2.0,0.0,1.0,,,2.3,3.25,3.2,0.01832497212931994,0.4164576365663323,0.28936733556298777,0.29417502787068006
55292,2008-2009,E0,2008-08-24,Wigan,Chelsea,0.0,1.0,A,0.0,1.0,A,A Wiley,10.0,7.0,6.0,3.0,13.0,17.0,1.0,2.0,0.0,0.0,,,8.5,4.5,1.4,0.01805166511048865,0.09959539371304076,0.20417055711173357,0.6962340491752257
55293,2008-2009,E0,2008-08-25,Portsmouth,Man United,0.0,1.0,A,0.0,1.0,A,C Foy,13.0,12.0,6.0,7.0,11.0,11.0,2.0,2.0,0.0,0.0,,,4.8,3.4,1.8,0.019335511982570813,0.18899782135076254,0.2747821350762527,0.5362200435729848
55294,2008-2009,E0,2008-08-30,Arsenal,Newcastle,3.0,0.0,H,2.0,0.0,H,R Styles,20.0,4.0,14.0,2.0,12.0,11.0,2.0,2.0,0.0,0.0,,,1.44,4.0,9.0,0.018518518518518528,0.6759259259259259,0.23148148148148148,0.09259259259259257
55295,2008-2009,E0,2008-08-30,Bolton,West Brom,0.0,0.0,D,0.0,0.0,D,K Stroud,18.0,12.0,9.0,7.0,18.0,16.0,2.0,2.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
55296,2008-2009,E0,2008-08-30,Everton,Portsmouth,0.0,3.0,A,0.0,2.0,A,M Halsey,16.0,6.0,7.0,5.0,5.0,11.0,1.0,0.0,0.0,0.0,,,2.1,3.3,3.75,0.015295815295815288,0.46089466089466086,0.28773448773448773,0.25137085137085136
55297,2008-2009,E0,2008-08-30,Hull,Wigan,0.0,5.0,A,0.0,2.0,A,M Jones,10.0,8.0,5.0,5.0,18.0,12.0,1.0,0.0,0.0,0.0,,,2.5,3.25,2.88,0.018304843304843315,0.3816951566951567,0.2893874643874644,0.3289173789173789
55298,2008-2009,E0,2008-08-30,Middlesbrough,Stoke,2.0,1.0,H,1.0,0.0,H,M Dean,21.0,7.0,12.0,2.0,14.0,18.0,2.0,4.0,0.0,1.0,,,1.57,3.6,7.0,0.01919253193138541,0.6177501432278503,0.25858524584639236,0.12366461092575744
55299,2008-2009,E0,2008-08-30,West Ham,Blackburn,4.0,1.0,H,2.0,1.0,H,M Riley,11.0,12.0,6.0,7.0,14.0,21.0,1.0,5.0,0.0,0.0,,,2.5,3.25,2.88,0.018304843304843315,0.3816951566951567,0.2893874643874644,0.3289173789173789
55300,2008-2009,E0,2008-08-31,Aston Villa,Liverpool,0.0,0.0,D,0.0,0.0,D,M Atkinson,5.0,8.0,2.0,3.0,9.0,13.0,0.0,2.0,0.0,0.0,,,3.0,3.25,2.4,0.019230769230769235,0.3141025641025641,0.2884615384615385,0.39743589743589747
55301,2008-2009,E0,2008-08-31,Chelsea,Tottenham,1.0,1.0,D,1.0,1.0,D,H Webb,12.0,6.0,3.0,6.0,10.0,13.0,3.0,0.0,0.0,0.0,,,1.4,4.33,9.0,0.018781235871305164,0.6955044784144091,0.2121656463457849,0.09232987523980594
55302,2008-2009,E0,2008-08-31,Sunderland,Man City,0.0,3.0,A,0.0,1.0,A,C Foy,10.0,9.0,4.0,8.0,20.0,11.0,4.0,2.0,0.0,0.0,,,2.2,3.3,3.4,0.01723113487819372,0.4373143196672608,0.2857991681521093,0.2768865121806298
55303,2008-2009,E0,2008-09-13,Blackburn,Arsenal,0.0,4.0,A,0.0,2.0,A,M Dean,10.0,17.0,3.0,10.0,8.0,8.0,1.0,1.0,0.0,0.0,,,4.5,3.5,1.83,0.01812819845606728,0.20409402376615493,0.2675860872582184,0.5283198889756267
55304,2008-2009,E0,2008-09-13,Fulham,Bolton,2.0,1.0,H,2.0,0.0,H,S Tanner,20.0,8.0,13.0,7.0,15.0,11.0,1.0,1.0,0.0,0.0,,,2.25,3.3,3.3,0.016835016835016797,0.4276094276094276,0.2861952861952862,0.2861952861952862
55305,2008-2009,E0,2008-09-13,Liverpool,Man United,2.0,1.0,H,1.0,1.0,D,H Webb,16.0,7.0,11.0,3.0,10.0,18.0,0.0,3.0,0.0,1.0,,,3.0,3.0,2.6,0.017094017094017033,0.3162393162393163,0.3162393162393163,0.36752136752136755
55306,2008-2009,E0,2008-09-13,Man City,Chelsea,1.0,3.0,A,1.0,1.0,D,M Halsey,13.0,18.0,7.0,8.0,14.0,10.0,0.0,1.0,0.0,1.0,,,4.33,3.3,1.91,0.01917913155715893,0.21176775065993114,0.2838511714731441,0.5043810778669249
55307,2008-2009,E0,2008-09-13,Newcastle,Hull,1.0,2.0,A,0.0,1.0,A,A Marriner,13.0,8.0,4.0,4.0,13.0,17.0,0.0,2.0,1.0,0.0,,,1.62,3.75,5.75,0.01928788692073713,0.5979960636965468,0.24737877974592953,0.15462515655752374
55308,2008-2009,E0,2008-09-13,Portsmouth,Middlesbrough,2.0,1.0,H,0.0,1.0,A,S Attwell,21.0,7.0,12.0,3.0,8.0,6.0,2.0,1.0,0.0,0.0,,,2.0,3.5,3.75,0.01746031746031747,0.48253968253968255,0.26825396825396824,0.24920634920634918
55309,2008-2009,E0,2008-09-13,West Brom,West Ham,3.0,2.0,H,2.0,2.0,D,L Probert,13.0,21.0,8.0,13.0,9.0,18.0,1.0,1.0,0.0,0.0,,,2.4,3.25,3.0,0.019230769230769235,0.39743589743589747,0.2884615384615385,0.3141025641025641
